,model,feat_select,n_feat,test_val,acc,acc_sd,auc,auc_sd,htune_val,htune_trials
63,dtree,auc,20,5-fold,0.5867226890756303,0.1204445312456484,0.5900877192982457,0.1301625519700837,5-fold,100
72,dtree,pearson,20,5-fold,0.5862184873949581,0.06547507451227721,0.5781578947368422,0.05417989397414459,5-fold,100
75,dtree,pearson,50,5-fold,0.586218487394958,0.014330133611625018,0.5787719298245614,0.01823369634396177,5-fold,100
78,dtree,pearson,100,5-fold,0.5860504201680673,0.06041543441678345,0.5978245614035089,0.08036498669500385,5-fold,100
30,dtree,kpca,50,5-fold,0.5858823529411764,0.047127800588462755,0.5574912280701755,0.07378375690078802,5-fold,100
51,dtree,d,100,5-fold,0.5857142857142857,0.060609152673132646,0.5681578947368421,0.06332185102697412,5-fold,100
23,dtree,kpca,50,m-carlo,0.5857142857142856,0.035298329606933854,0.5589166666666665,0.07257840084354193,m-carlo,100
38,dtree,d,20,m-carlo,0.5857142857142856,0.09430621786631674,0.5766666666666668,0.09492225196511435,m-carlo,100
20,dtree,kpca,20,m-carlo,0.5857142857142856,0.05119411888886978,0.5663333333333334,0.08999285221778669,m-carlo,100
26,dtree,kpca,100,m-carlo,0.5814285714285713,0.03377438252796053,0.5045000000000001,0.058151596600046165,m-carlo,100
28,dtree,kpca,20,10-fold,0.5803921568627451,0.07268660855813787,0.5154563492063492,0.08434047484244458,10-fold,100
12,dtree,pca,50,5-fold,0.5801680672268907,0.061767849917120664,0.5728947368421053,0.06372521757419447,5-fold,100
36,dtree,d,20,5-fold,0.58,0.10081302151072773,0.5787719298245615,0.09136639732175494,5-fold,100
14,dtree,pca,50,m-carlo,0.58,0.0642898912594548,0.5683333333333334,0.06800197795540917,m-carlo,100
44,dtree,d,100,m-carlo,0.5771428571428572,0.06973942601053776,0.5645833333333333,0.06833841444523635,m-carlo,100
52,dtree,d,100,10-fold,0.5761437908496732,0.13911873842628308,0.5569246031746033,0.14076903439444227,10-fold,100
8,dtree,pca,100,m-carlo,0.5757142857142856,0.0558308016269827,0.5670833333333334,0.06191834606114223,m-carlo,100
27,dtree,kpca,20,5-fold,0.5746218487394957,0.04317070986164505,0.513719298245614,0.07952627902205582,5-fold,100
76,dtree,pearson,50,10-fold,0.5741830065359478,0.11379193628131408,0.570138888888889,0.1105677794094528,10-fold,100
64,dtree,auc,20,10-fold,0.5741830065359477,0.136004697989008,0.5658531746031745,0.13820895074218506,10-fold,100
50,dtree,d,50,m-carlo,0.5728571428571427,0.07443305226579505,0.6052500000000001,0.07716518887600164,m-carlo,100
61,dtree,auc,100,10-fold,0.568954248366013,0.09788719756149283,0.563015873015873,0.08509559561485018,10-fold,100
66,dtree,auc,50,5-fold,0.5689075630252101,0.060870738492351105,0.5623684210526315,0.06506501708397447,5-fold,100
45,dtree,d,20,5-fold,0.5689075630252101,0.03544386001506411,0.5609649122807019,0.04617985767794693,5-fold,100
22,dtree,kpca,50,10-fold,0.5683006535947712,0.09024250749486466,0.5513293650793651,0.14270113836406703,10-fold,100
19,dtree,kpca,20,10-fold,0.5683006535947712,0.0863587812716187,0.5459623015873016,0.12865647983600315,10-fold,100
35,dtree,kpca,100,m-carlo,0.5657142857142856,0.05292720412630241,0.5191666666666667,0.07726028764367643,m-carlo,100
47,dtree,d,20,m-carlo,0.5657142857142856,0.08218289315277394,0.5516666666666666,0.08362230598637861,m-carlo,100
41,dtree,d,50,m-carlo,0.5642857142857143,0.06676505450222657,0.5520833333333334,0.06807047216882332,m-carlo,100
53,dtree,d,100,m-carlo,0.5614285714285714,0.087094156242296,0.5491666666666666,0.08781376492294087,m-carlo,100
3,dtree,pca,50,5-fold,0.5568067226890756,0.08745069328132572,0.5471052631578947,0.0932276021949443,5-fold,100
25,dtree,kpca,100,10-fold,0.5411764705882354,0.07936684911643693,0.47943452380952384,0.10826030756499132,10-fold,100
34,dtree,kpca,100,10-fold,0.5408496732026143,0.05996729552654139,0.47864087301587305,0.055833426757855534,10-fold,100
48,dtree,d,50,5-fold,0.5342857142857143,0.09012463026050002,0.5541052631578947,0.11835673041944077,5-fold,100
15,dtree,pca,100,5-fold,0.5295798319327731,0.15104372888721873,0.5217543859649123,0.1531576812160647,5-fold,100
17,dtree,pca,100,m-carlo,0.5257142857142857,0.08958671069162909,0.51375,0.0927675126512982,m-carlo,100
40,dtree,d,50,10-fold,0.5245098039215685,0.09432884497968413,0.522797619047619,0.09585902495017928,10-fold,100
7,dtree,pca,100,10-fold,0.5042483660130719,0.12799494738605005,0.5038095238095238,0.13383674100421897,10-fold,100
16,dtree,pca,100,10-fold,0.4882352941176471,0.08471836607938261,0.478670634920635,0.09129021942966982,10-fold,100
