,model,feat_select,n_feat,test_val,acc,acc_sd,auc,auc_sd,htune_val,htune_trials
60,bag,auc,100,5-fold,0.6781512605042017,0.1315173033230629,0.7558947368421053,0.0809992229290648,5-fold,100
69,bag,auc,100,5-fold,0.6779831932773109,0.06302633052225354,0.7654035087719298,0.0494864982783163,5-fold,100
38,bag,d,20,m-carlo,0.6728571428571428,0.0831573508799467,0.7266666666666667,0.07176961190491739,m-carlo,100
77,bag,pearson,50,m-carlo,0.6699999999999999,0.06715005560516377,0.7603333333333333,0.06162421488058994,m-carlo,100
62,bag,auc,100,m-carlo,0.6685714285714284,0.042882198189804696,0.7746666666666667,0.05424009867333917,m-carlo,100
45,bag,d,20,5-fold,0.6611764705882354,0.05680324190022059,0.6960701754385965,0.04948590741127855,5-fold,100
36,bag,d,20,5-fold,0.6611764705882354,0.06028906663468177,0.6953684210526315,0.06268323094967214,5-fold,100
10,bag,pca,20,10-fold,0.6611111111111112,0.10158266012309143,0.72234126984127,0.12183599560947773,10-fold,100
46,bag,d,20,10-fold,0.6562091503267974,0.11196010388121881,0.7265873015873016,0.12361827669108473,10-fold,100
5,bag,pca,50,m-carlo,0.6542857142857141,0.06548177237542083,0.6813333333333333,0.06996573931834477,m-carlo,100
47,bag,d,20,m-carlo,0.6528571428571428,0.06305846093242753,0.7215,0.06858191840539127,m-carlo,100
37,bag,d,20,10-fold,0.65,0.11262215308345845,0.7324404761904761,0.12039588695472958,10-fold,100
0,bag,pca,20,5-fold,0.6489075630252101,0.05963545305258163,0.6964912280701755,0.07972086961016185,5-fold,100
49,bag,d,50,10-fold,0.6486928104575164,0.09142867070267406,0.7061706349206349,0.1094022682238216,10-fold,100
50,bag,d,50,m-carlo,0.6471428571428571,0.07715399529728177,0.7063333333333333,0.07196409111047485,m-carlo,100
39,bag,d,50,5-fold,0.6433613445378151,0.07646966478341678,0.695438596491228,0.08939823099902824,5-fold,100
14,bag,pca,50,m-carlo,0.6399999999999999,0.06176772957423786,0.6650000000000001,0.06245934350153925,m-carlo,100
48,bag,d,50,5-fold,0.6373109243697479,0.11479988145282741,0.6879298245614035,0.10262103709542142,5-fold,100
9,bag,pca,20,5-fold,0.632436974789916,0.03416356557249592,0.7100350877192982,0.03846856791126668,5-fold,100
16,bag,pca,100,10-fold,0.6320261437908496,0.09217771979249538,0.6618650793650794,0.111238305881514,10-fold,100
40,bag,d,50,10-fold,0.6313725490196078,0.10122868089687778,0.7093253968253969,0.13904016704681477,10-fold,100
53,bag,d,100,m-carlo,0.6299999999999999,0.04491309187416405,0.6721666666666667,0.060873514727848896,m-carlo,100
44,bag,d,100,m-carlo,0.6285714285714284,0.06355051611764043,0.6888333333333334,0.06759247509936651,m-carlo,100
41,bag,d,50,m-carlo,0.6271428571428571,0.08469316578583581,0.6935,0.07310550734847795,m-carlo,100
11,bag,pca,20,m-carlo,0.6257142857142857,0.08233958136586506,0.7188333333333333,0.0691660853917659,m-carlo,100
17,bag,pca,100,m-carlo,0.6257142857142857,0.0711422834170785,0.6241666666666666,0.10162351687127616,m-carlo,100
52,bag,d,100,10-fold,0.6254901960784314,0.09127214300456557,0.6881547619047618,0.10627864648728153,10-fold,100
2,bag,pca,20,m-carlo,0.6171428571428571,0.04940027004974959,0.674,0.0808333785494538,m-carlo,100
3,bag,pca,50,5-fold,0.6146218487394959,0.1267872024447415,0.6404561403508772,0.11807490671159682,5-fold,100
4,bag,pca,50,10-fold,0.607843137254902,0.10091403553828728,0.6500396825396826,0.13112038285368777,10-fold,100
13,bag,pca,50,10-fold,0.6075163398692811,0.10547284014817958,0.6416468253968255,0.13895266392930777,10-fold,100
8,bag,pca,100,m-carlo,0.6042857142857141,0.050155504692037535,0.6244999999999999,0.06690549326654549,m-carlo,100
12,bag,pca,50,5-fold,0.6031932773109243,0.10499225712167806,0.6320701754385964,0.1146903843924316,5-fold,100
7,bag,pca,100,10-fold,0.6026143790849673,0.13084779416763578,0.6881944444444444,0.12258894491025737,10-fold,100
42,bag,d,100,5-fold,0.5976470588235294,0.07018290991810701,0.6725964912280702,0.06641241915698112,5-fold,100
1,bag,pca,20,10-fold,0.5911764705882353,0.13491319485630374,0.6737301587301588,0.12159341440972685,10-fold,100
19,bag,kpca,20,10-fold,0.5872549019607843,0.0625399469360473,0.5425396825396825,0.12666900383729152,10-fold,100
20,bag,kpca,20,m-carlo,0.5871428571428571,0.052005948598031516,0.5366666666666667,0.0956724431289857,m-carlo,100
15,bag,pca,100,5-fold,0.5744537815126051,0.09047107373378303,0.5757894736842106,0.1064940460334113,5-fold,100
18,bag,kpca,20,5-fold,0.5692436974789916,0.04186358617543893,0.5165614035087719,0.08355092552478408,5-fold,100
43,bag,d,100,10-fold,0.5686274509803921,0.09419981485459025,0.6449404761904762,0.11077587252755161,10-fold,100
23,bag,kpca,50,m-carlo,0.5657142857142856,0.05373283954075741,0.5196666666666666,0.07663920179295965,m-carlo,100
6,bag,pca,100,5-fold,0.5633613445378152,0.11060815636261581,0.6462456140350878,0.12903378176256602,5-fold,100
51,bag,d,100,5-fold,0.5625210084033613,0.10623125122758041,0.656140350877193,0.13699760620492146,5-fold,100
29,bag,kpca,20,m-carlo,0.5599999999999999,0.06382037090312681,0.5315000000000001,0.10468820317037128,m-carlo,100
32,bag,kpca,50,m-carlo,0.5599999999999999,0.04288219818980469,0.4793333333333333,0.08221779662500904,m-carlo,100
35,bag,kpca,100,m-carlo,0.5599999999999999,0.06314357159463801,0.5048333333333334,0.09511135363689906,m-carlo,100
34,bag,kpca,100,10-fold,0.557843137254902,0.09620716209148261,0.5413293650793651,0.15181993337691838,10-fold,100
24,bag,kpca,100,5-fold,0.5574789915966386,0.0319526696086634,0.5238947368421052,0.08705444534481639,5-fold,100
27,bag,kpca,20,5-fold,0.5519327731092437,0.05348658630162309,0.5050526315789473,0.04410098515170819,5-fold,100
28,bag,kpca,20,10-fold,0.5411764705882353,0.07936684911643692,0.5001984126984127,0.09261687134451671,10-fold,100
33,bag,kpca,100,5-fold,0.5403361344537816,0.05937318229464099,0.5338947368421053,0.04215811741112684,5-fold,100
21,bag,kpca,50,5-fold,0.5347899159663865,0.04764639188542165,0.4964912280701754,0.09217883444281931,5-fold,100
31,bag,kpca,50,10-fold,0.5287581699346405,0.10086463648064584,0.48184523809523816,0.14666127946970736,10-fold,100
22,bag,kpca,50,10-fold,0.5284313725490197,0.09714003043387698,0.4679166666666667,0.17858144813160198,10-fold,100
26,bag,kpca,100,m-carlo,0.5242857142857142,0.07825980582204362,0.4866666666666667,0.07723284457212329,m-carlo,100
30,bag,kpca,50,5-fold,0.5233613445378151,0.0797885773470446,0.41115789473684206,0.10168165882527146,5-fold,100
25,bag,kpca,100,10-fold,0.5176470588235293,0.10205059076810787,0.5064087301587301,0.11019479376856306,10-fold,100
