,model,feat_select,n_feat,test_val,acc,acc_sd,auc,auc_sd,htune_val,htune_trials
62,svm,auc,100,m-carlo,0.6642857142857141,0.054742832027871884,0.7588333333333332,0.05924747385243303,m-carlo,100
5,svm,pca,50,m-carlo,0.6514285714285715,0.07156378180152144,0.7051666666666667,0.06652155259060274,m-carlo,100
46,svm,d,20,10-fold,0.65,0.09759582622450323,0.6542063492063492,0.12857026503490762,10-fold,100
50,svm,d,50,m-carlo,0.647142857142857,0.07136839570480749,0.7151666666666667,0.08211014567878817,m-carlo,100
14,svm,pca,50,m-carlo,0.647142857142857,0.06507039895853559,0.7035,0.06473946887648487,m-carlo,100
41,svm,d,50,m-carlo,0.6442857142857142,0.0789158547915853,0.7128333333333334,0.08137182724386771,m-carlo,100
16,svm,pca,100,10-fold,0.6421568627450982,0.12366833300757041,0.6588492063492064,0.14400957125745711,10-fold,100
10,svm,pca,20,10-fold,0.6379084967320262,0.08612969514724447,0.70625,0.1046984724087059,10-fold,100
13,svm,pca,50,10-fold,0.6372549019607844,0.11181374658262606,0.6983134920634921,0.12919736974472196,10-fold,100
7,svm,pca,100,10-fold,0.6366013071895426,0.11507517205541981,0.6617460317460317,0.15142833225164964,10-fold,100
53,svm,d,100,m-carlo,0.6342857142857142,0.07788834995733487,0.6910000000000001,0.0698042375429126,m-carlo,100
52,svm,d,100,10-fold,0.6313725490196079,0.13197292512967304,0.6808928571428571,0.1698569033933725,10-fold,100
42,svm,d,100,5-fold,0.6312605042016808,0.10740929139893866,0.6538245614035089,0.1271816933889142,5-fold,100
38,svm,d,20,m-carlo,0.6285714285714284,0.07700070444807286,0.6698333333333333,0.06496490280521651,m-carlo,100
36,svm,d,20,5-fold,0.6260504201680671,0.04020461752573339,0.646561403508772,0.06095053471762003,5-fold,100
0,svm,pca,20,5-fold,0.620672268907563,0.06509649641161529,0.6539649122807017,0.07528856970908425,5-fold,100
44,svm,d,100,m-carlo,0.6199999999999999,0.08896106390727633,0.686,0.06901648247919599,m-carlo,100
4,svm,pca,50,10-fold,0.6199346405228758,0.11881181270242469,0.7020634920634921,0.12073206458308135,10-fold,100
39,svm,d,50,5-fold,0.6196638655462186,0.10255131112983458,0.6661754385964912,0.10674493608076129,5-fold,100
47,svm,d,20,m-carlo,0.6185714285714284,0.06168072047403055,0.6669999999999999,0.06845752514178417,m-carlo,100
2,svm,pca,20,m-carlo,0.6171428571428571,0.0696161024374546,0.6839999999999999,0.07262496791677281,m-carlo,100
17,svm,pca,100,m-carlo,0.6157142857142857,0.08418434071929037,0.6536666666666667,0.09144646598065383,m-carlo,100
11,svm,pca,20,m-carlo,0.6157142857142857,0.07088515090404748,0.687,0.07407045800140573,m-carlo,100
1,svm,pca,20,10-fold,0.6143790849673202,0.08913844246395983,0.6996031746031746,0.10928523878583833,10-fold,100
48,svm,d,50,5-fold,0.6139495798319328,0.09867349841572555,0.6754736842105263,0.11409744583825884,5-fold,100
51,svm,d,100,5-fold,0.613781512605042,0.13189476517234203,0.6590526315789474,0.13788433512842324,5-fold,100
43,svm,d,100,10-fold,0.6137254901960785,0.14907279052017577,0.68375,0.1665676789376218,10-fold,100
8,svm,pca,100,m-carlo,0.6114285714285714,0.08566414573590082,0.652,0.08861111569414643,m-carlo,100
37,svm,d,20,10-fold,0.6094771241830065,0.09157132545293685,0.6718452380952381,0.11229494413578044,10-fold,100
9,svm,pca,20,5-fold,0.6031932773109243,0.09036720200582567,0.6554035087719299,0.07785554964975207,5-fold,100
6,svm,pca,100,5-fold,0.5973109243697479,0.09903567237228958,0.608701754385965,0.12383825171766905,5-fold,100
3,svm,pca,50,5-fold,0.5973109243697479,0.08088731841137091,0.6480701754385965,0.08866898198158688,5-fold,100
12,svm,pca,50,5-fold,0.5801680672268907,0.06805581396174898,0.6501403508771929,0.08700228007045382,5-fold,100
31,svm,kpca,50,10-fold,0.5751633986928104,0.016875744427919025,0.46045634920634926,0.12368846149267436,10-fold,100
24,svm,kpca,100,5-fold,0.5746218487394957,0.015200563434749589,0.46543859649122804,0.08479212536827382,5-fold,100
45,svm,d,20,5-fold,0.5742857142857143,0.06259686371487613,0.6302456140350877,0.07457095914000728,5-fold,100
23,svm,kpca,50,m-carlo,0.5714285714285714,0.0,0.4843333333333334,0.07376943692723568,m-carlo,100
29,svm,kpca,20,m-carlo,0.5714285714285714,0.0,0.5301666666666667,0.0538730910707792,m-carlo,100
35,svm,kpca,100,m-carlo,0.5714285714285714,0.0,0.4628333333333333,0.09904972464987662,m-carlo,100
20,svm,kpca,20,m-carlo,0.5714285714285714,0.0,0.5083333333333334,0.05906929224690024,m-carlo,100
19,svm,kpca,20,10-fold,0.569281045751634,0.021446143272025646,0.4796924603174603,0.12670266192642374,10-fold,100
34,svm,kpca,100,10-fold,0.569281045751634,0.021446143272025646,0.4882539682539683,0.13015969802195318,10-fold,100
22,svm,kpca,50,10-fold,0.569281045751634,0.021446143272025646,0.4386507936507936,0.12434769329754478,10-fold,100
28,svm,kpca,20,10-fold,0.569281045751634,0.021446143272025646,0.5055357142857143,0.13410292883282585,10-fold,100
33,svm,kpca,100,5-fold,0.5689075630252101,0.005637146161764156,0.4703508771929824,0.07328967054054006,5-fold,100
30,svm,kpca,50,5-fold,0.5689075630252101,0.005637146161764156,0.460280701754386,0.10523205680894047,5-fold,100
27,svm,kpca,20,5-fold,0.5689075630252101,0.005637146161764156,0.48031578947368414,0.13494714718395162,5-fold,100
18,svm,kpca,20,5-fold,0.5689075630252101,0.005637146161764156,0.48456140350877186,0.1112397435625455,5-fold,100
21,svm,kpca,50,5-fold,0.5689075630252101,0.005637146161764156,0.42698245614035085,0.07043869480668676,5-fold,100
15,svm,pca,100,5-fold,0.5685714285714285,0.0905763856236992,0.612701754385965,0.12723995502883606,5-fold,100
32,svm,kpca,50,m-carlo,0.5685714285714285,0.012777531299998805,0.5062499999999999,0.06877345426613313,m-carlo,100
25,svm,kpca,100,10-fold,0.5633986928104575,0.023626042199086643,0.48815476190476187,0.12611946751760275,10-fold,100
26,svm,kpca,100,m-carlo,0.5357142857142857,0.07523682623212037,0.4573333333333333,0.10218433063293307,m-carlo,100
