--target,y,,
0.84483664909129,0.625699834199797,1.94916052281511,0
0.109967879526,0.0150787875776991,0.429139056597767,1
0.61295950106527,0.0923587321433381,1.0242194671016,0
0.277127943292108,0.580052545145123,1.33716327869747,1
0.890932426588974,0.293178894626565,1.49416340875314,0
0.554531816850652,0.185382474234896,0.806557649828157,0
0.413697019775049,0.0401146029735283,0.866717151651352,1
0.386930409433634,0.271858849757201,1.14122884785744,1
0.994054787976807,0.499912677463522,1.65554174104078,0
0.394542521867759,0.749037942150065,1.58485500986846,1
0.685592527585636,0.525565554746135,1.46948769930476,1
0.147165356497155,0.595973642159894,1.20441540793832,1
0.609054522408507,0.0360188600376425,0.893173849452144,1
0.132535352757392,0.632904175567486,1.19080343270545,0
0.749905579625895,0.99195318157089,1.77216638438688,0
0.993018083207688,0.694604393356624,1.7825151807248,1
0.207546560425425,0.19558104200072,0.518512370503962,1
0.578120029588763,0.229813492652631,0.958500553415095,0
0.994677551316981,0.0353911576125878,1.2474209524447,1
0.71838825198036,0.696042846320514,1.64076378175711,0
0.48545693200308,0.394484138136447,1.36865169038801,1
0.868354579931684,0.766997820660573,1.95109794512116,1
0.125675617823267,0.0449386408671287,0.648181523869708,0
0.654989211636992,0.787758206713006,1.87136415319125,1
0.504635686246293,0.103136921566105,1.1010393216086,0
0.568889305373298,0.681559327031866,1.31577863596614,1
0.98391186367272,0.679067198338012,1.80114527355486,1
0.94083108993519,0.578198861634539,1.90632946131025,0
0.971450112731128,0.352816464292084,1.44515276803217,1
0.747208620857456,0.578611169656747,1.4757159142563,0
0.511001677242575,0.683418851273873,1.68394016881865,1
0.926579563865758,0.861995346494285,1.92186363918264,0
0.305986415266476,0.0607323558908092,0.45169796023535,1
0.915463045173752,0.996005781446077,2.21421893417562,0
0.522887460134866,0.75667396575201,1.62673641014214,1
0.123118182731036,0.0349265265737464,0.512013312009204,0
0.0868094292987059,0.186509211265327,0.467131739197662,0
0.734805711984936,0.997779308115089,1.89995640518386,1
0.125469893348118,0.208777524860263,0.802528976803643,1
0.252029813895523,0.0125443371378628,0.617865738384224,0
0.0984930810894624,0.362923609283024,0.667841865998636,0
0.135048757044562,0.246440015434948,0.699558908014979,0
0.422218608161647,0.129376836638807,1.04631205089159,1
0.495767868813177,0.888523261813968,1.78368042517593,1
0.756723559942299,0.92012885044381,1.69922567012412,0
0.751209769401646,0.39338049985425,1.6137519475642,0
0.496701293152876,0.801325005836544,1.63522072893938,1
0.805114158611756,0.728656349256816,1.69959774595909,0
0.178763898911571,0.69235435108172,1.1172184254648,0
0.345694006280692,0.252705458954641,0.879860851647081,0
0.279477369656058,0.995551282751668,1.33885651423273,0
0.22096216597955,0.104887895291579,0.541530946223742,0
0.998569201004532,0.580616052563734,1.89631830160004,0
0.783770212263929,0.204301515703248,1.05137799856791,1
0.604206499154596,0.942812144492085,1.9000022689747,0
0.759601204743392,0.428019122695714,1.57119222191714,1
0.275839995857306,0.0858133448681209,0.755898269782778,0
0.638980770727635,0.0318866199584322,0.760100402394132,0
0.654463328628891,0.393211305047519,1.19816407432592,1
0.843353005174085,0.199631695401676,1.27379810942812,0
